model_name,accuracy,timestamp
MNIST-only,3.549382716049383,2025-05-20 08:04:23
MNIST-Sudoku,88.73456790123457,2025-05-20 08:04:24
Sudoku-only,88.27160493827161,2025-05-20 08:04:24
ResNet-Sudoku,78.85802469135803,2025-05-20 08:05:03
ResNet-Sudoku-Finetuned,89.19753086419753,2025-05-20 08:05:41
,
